content,date,Sentiment
I like that everything I need to do is right in one app with a reminder! Loving it! It also allows lists withing the list you are making.,2024-06-27,Positive
[Review update] It's a good thing I put my subscription renewal date in Todoist as a task because they don't send you any notification that your subscription is running out.,2022-05-02,Positive
"Im in love with this app! However, being forced to pay for the premium service on my device my husband's device for just notification feels a little bit wrong. I think for something like a to-do list notification should not be a premium feature. There is an amazing amount of functionality in this app and I have been through dozens of different to do it apps over the years and by far this is my favorite. It is so clean, simple, easy to use, and it does recurring todos",2025-03-16,Positive
The date search doesn't work in Chinese. It understand Chinese date in a wrong way.,2024-01-20,Negative
Pls add week days option when repetitive tasks are added. I dont want to do them on sundays but still it notifies me.,2023-11-16,Positive
"Хорошее приложение. Есть подзадачи, а время и дату напоминалке можно указывать текстом. Например, ""завтра в 20""",2022-11-05,Positive
"The newest version is great, love the new boards feature",2023-11-26,Positive
"I dislike that I must pay to use comments, and I dislike that there is no way to add a description to the task. I understand that in regards to the former that you need to make money, but the latter issue makes it clunky if one has a long and complicated task with resources one must past links to in. But I do appreciate the app and am impressed with how consistently you stay on top of squashing bugs. Keep it up! Can't wait to see kanban implemented!",2022-10-15,Positive
Why editing task is so difficult. Intuitively I long press to edit but no response. Then I have to figure out here and there to find how to edit.,2022-11-03,Negative
Pretty good so far,2024-07-02,Positive
The automatic schedule recognition fails sometimes. It would also be nice to have a maps integration - I do not think it is there.,2023-10-24,Neutral
It's good but not perfect because I have same tasks everyday and the tasks I kept and completed yesterday are not visible after they are completed the first day and that is the only one issue on this for me and that is the only reason I am switching to ticktick,2023-07-03,Neutral
good if u are a to do list person,2022-11-08,Neutral
"Almost perfect. With a lot on my mind and a million projects up in the air, Todoist does almost everything I need it to do. It's the best option out there so far, but I wish I could use it as my ONLY to do app. Would need the ability to: NOT have completed tasks move to the bottom of their section, but stay in their original order; have new tasks appear at the TOP of the Inbox list; toggle to swipe-only to complete (accidental checking :(); see a percent complete number or visual for proj/sect.",2024-05-22,Positive
Okey,2024-12-18,Neutral
"Simple, helpful and very neat.",2024-07-12,Positive
It's lived up to what it say it would do,2024-01-25,Neutral
"Free version has some limitations, but great productivity app so far--longest I've kept one going on the phone yet...!",2022-02-04,Positive
I think an added calendar feature would make this app perfect! I find myself constantly going back and forth between Todoist and Google calendar to schedule my stuff! All in all a great app though,2023-03-21,Positive
Its better to put more options for notifications Actually the best notifiaction options is for samsung reminder,2022-04-03,Neutral
"It would be great if you can set an estimated time for every activity, but it's great!",2022-12-19,Positive
Make it easier to learn how to use it.,2024-06-21,Positive
I like it but I do wish they could have alarms or reminders or something,2024-05-11,Positive
Making a list is not something I find easy. But ToDoist is making it happen.,2022-06-08,Neutral
Best app ever! But we cant resort task from widget 😕 plz add this feature tnx alot❤,2024-08-14,Positive
"Task sections with a ""/” in their name get converted to ""_"". Almost perfect. A feature I'd love is if using share could predict the project you're adding to based on the app you're sharing from. When I share from Spotify, YouTube or SoundCloud, it always goes to my ""Music"" project. I wish after doing that a dozen times todoist would know that I like to add these links to my ""Music"" protect and preselect it for me.",2022-01-24,Positive
Works great!,2023-02-08,Positive
"Amazing app. Definitely my to do app of choice. Wish it had a more robust Calander view, with a proper week view function. It's also increasingly hard to justify the premium, when free equivalents are getting so much better (Google's, apple, microsoft's), and note taking apps are becoming better to do lists (notion). A big gripe for me is that its design & UI is falling a little behind its competitors (things 3, apple reminders); which to me is almost the whole point of a todo app.",2024-03-15,Positive
Pretty cool app the best for to list or management I've ever used.,2023-05-31,Positive
Better than all the other dozen other similar apps I've tried.,2024-01-02,Positive
Good list app. Simple to use.,2023-06-16,Positive
So far good. Need to check for add-ons,2024-08-13,Positive
It's the best In my opinion. But I feel tasks should not just be overdue. I think introducing an option to indicate that you didn't do a task or that it partially done would be helpful for helping people track how they do tasks,2022-06-01,Positive
It was a gud experience and I found it useful to plan my exam schedule priorities.,2024-08-04,Positive
Enjoying offloading from my head and the app telling me what I've scheduled from the day. Great for busy minds,2023-08-31,Positive
not perfect but so far my favorite to do app,2023-02-24,Positive
Keep a track of your grocery list or your daily goals or be on track for your long term project. This app will definitely help you in all the ways it can. Great for increasing productivity.,2025-02-14,Positive
"Pretty cool, like a lot, has helped me very much",2024-05-15,Positive
"This app IS great, and has the potential to be greater! However, my only 2 requests is when you add a ""Parent Project"" to your ""Favorites,"" please include the projects within it as well! And to also make setting alarms to your tasks more simple, and reliable. Thanks!",2023-08-01,Positive
I appreciate the reminders!,2022-12-01,Positive
"Great App. Well organized and User friendly UI. Although, monthly subscription is a bit much, I'd rather pay full price for the whole app and get all the features it offers.",2024-07-20,Positive
Found usefull,2022-10-22,Positive
I'd like to see a list of the tasks I've done in the last 30 days.,2024-01-25,Positive
Add pomodoro timer,2022-07-05,Positive
"Why can't I see completed tasks in any project? Sometimes the program shows them, sometimes doesn't.",2023-09-29,Negative
"Well designed app, just wish it had some more flexibility for assigning dates and responsibilities. I also haven't been very successful at using the notification function.",2023-06-14,Positive
Great but could use more assistance features to help automate your task management,2022-01-21,Positive
Helps me reminder the important tasks to do.,2024-06-29,Positive
I am still testing it efficiency.,2024-05-16,Positive
Awesome to do and project management would revommend also i hope to get the premium soon!,2024-03-04,Positive
420/420 amazing app that beats my lame ass planner,2022-04-10,Positive
A really simple and effect app however you really need to upgrade to premium to get the most out of it.,2024-01-22,Neutral
"Enjoying the app, but can't figure out how to get it on my Galaxy Active 2 watch. Whenever I try to find the app for it, I get directed to the phone app.",2023-04-23,Positive
Reminder is a paid feature and the premium version is too costly.,2024-07-28,Negative
Free version is missing some bells and whistles but overall gets the job done.,2023-06-10,Positive
So far this app has been very helpful. I will be trying out the premium version very soon. Once I do I will update this review.,2022-11-30,Positive
"Easy to program, not bad at all",2022-01-02,Positive
The handling is very fast and intuitive.,2023-01-10,Positive
Works great,2022-10-20,Positive
Enjoying it so far. I just cant seem to sync it with my calendar so I get no notifications for my to-do list and I need to open the app to check I need to do.,2024-04-16,Positive
Nice app to keep me Focused!,2024-10-01,Positive
So helpful tool.,2023-07-07,Positive
It's fantastic! But I took a star off because they nagged me to rate it.,2022-11-14,Positive
Eu gosto muito do aplicativo. A minha sugestão seria para ter a opção de não excluir as tarefas concluídas porque psicologicamente falando dá uma satisfação chegar ao fim do dia e ver todas as tarefas que foram feitas com um risquinho... 😉,2023-01-16,Positive
Unfortunatelly you must to pay for reminders! :(,2022-01-14,Negative
"I really like this app: the way things are organized and how simple it is. What I don't like is that the completed tasks automatically disappear and EACH time I wanna see them, I have to click on the option to show them. I wish there was a function were you can choose as default if the completed entries are hidden or not.",2023-05-19,Positive
"I'm loving this app. I would have given 5 stars, but the only thing I didn't like is that it doesn't have any reminder. You have to buy it. Anyway, overall the app is impressive. You can go for it.",2022-08-19,Positive
"I want to make a note buy present for April but it always converts to buy present due April 1st. I have tried ""April"" instead of April but it also doesn't work. Edit: April' works. It's the most elegant solution I can find. I can't find a way to just type text. If there would be and easy to understand way I'd give 5 stars.",2025-01-12,Neutral
"Found that on the phone app, the amount of tasks you can add to a project is limited (100 or 200), but on the computer version there is no such limitation. Other than that it's a good app.",2022-05-10,Neutral
Ll,2024-04-17,Neutral
As advertised very well organize... I don't use it as much as my boss... But he loves it... I'm sure I have much more future use for it...,2025-03-14,Positive
Functional and serves all needs for to do lists. Will happily give 5* when integration for Alexa custom lists is implemented.,2024-06-09,Positive
Straight forward,2022-01-28,Positive
Good but a little overwhelming.,2022-03-07,Neutral
"Best task manager on the market. The ONLY weak points are sub-task handling and sorting on some views, but otherwise fantastic. Queries, fast entry etc. second to none.",2022-09-18,Positive
"Switched to Todoist from Microsoft Todo and it has all the features from that and more. I wish that push notifications weren't a premium-only feature, as this was something Todo provided for free. Nevertheless, this is probably the best to-do list app I've used.",2023-04-05,Positive
Very nice app! Easy to use.,2022-10-28,Positive
For now am on love the the app is very very efficient,2024-07-07,Positive
"Very good but don't see why 1 would pay when Google has Google keep , and calendar works about the Same and is free",2022-10-14,Positive
Fantastic app to get it together. Still lacking a few features: eg creating lists,2024-10-30,Positive
Great app! Keeps up to date,2023-09-22,Positive
This is a useful tool,2022-09-27,Positive
Missing back buttons on some screens. Otherwise great.,2023-08-15,Neutral
Very well done for improving your task management. Only the lack of badge count for android phone is loosing the 5 stars review,2024-04-23,Positive
"So far so good. Wish I could see what was done on any given day. An option to show tasks with a completion indicator (strike through?) would be helpful. Also, would like to be able to mark a task completed for a previous day as I sometimes don't get to mark them on the same day.",2024-05-11,Positive
"This is a really good app, the only reason for four stars instead of five is that it does take awhile to really get the hang of all the different things you can do.",2022-05-13,Positive
Always a good thing! Great! Wonderful!,2024-08-29,Positive
Overall it's a great app I just wish I could link it with my Google calendar or that it worked better with Google assistant,2023-05-28,Positive
"I would like to have a widget on my homescreen, but I have to pay, however, it's really good for organize the tasks!!",2022-11-09,Positive
Doesn't link with my calendar or emails,2023-07-30,Negative
"I've been switching between task apps for years, this seems the most intuitive and allows me to be the most productive. Quite a few features are paid for though, and although I would be willing to pay a larger upfront fee, a monthly fee isn't a commitment I'd be willing to make",2024-06-04,Positive
Gd,2025-02-18,Positive
It's a great organizational tool,2025-02-04,Positive
Very easy to use and really clear. The only thing I miss in this app is seeing the completed tasks. Besides that it's been a great app that helped my productivity.,2023-11-18,Positive
Limits lists to 200 items. That was old. It's better now,2022-06-14,Negative
"This was a solid replacement for wunderlist, but it isn't simply a to do list. It's more of productive tasks",2022-11-01,Neutral
"Great app, easy to use.",2022-06-05,Positive
Great and useful reminder app but it has many feature for which we have to buy its premium version. Previously I gave it wrong rating by mistake i giving rating of another apps and by mistake i gave it the rating of another reminder app,2023-09-12,Positive
great for use,2024-08-14,Positive
Makes me productive because I'm always up to a schedule,2022-11-30,Positive
Easy to navigate in order to keep track of tasks.,2024-08-26,Positive
Great app. Are you going to add the ability to attach images to actions?,2023-05-26,Positive
It's Good.,2024-11-09,Positive
"Does what it needs to do. Very good integration with Google Calendar. The time of a task in Google Calendar is standard set to one houre, I'd prefer being able to change the amount of time I estimate to work on a task. Not being able to send emails as a task from different (g)mail accounts is a feature I miss. But overall very good app. Hence 4 stars.",2022-10-09,Positive
Fun and simple to use,2024-03-07,Positive
Just using the free version and use Inbox for just a list of things to do.,2024-10-21,Positive
Pros: Intuitive design Great way to acheive goals Cons: Not entirely free It works with google calendar but each task only can be in 1 hr intervals,2022-04-29,Positive
Would've been 5 stars if I am able to move around the arrangements of my tasks.,2024-11-24,Neutral
Best for schedule,2022-07-17,Positive
It helps me think through all the elements needed to truly cross something off my list.,2023-04-30,Positive
"Had this app during college and it great to quickly add in things to do and also to have schedule projects, very clean and easy to use",2024-12-18,Positive
"This is a great to-do list app. However, the competition offers a lot of features for free which are premium here. This app should offer atleast reminder functionality for free. Maybe they can limit the amount of reminders and projects that you can get in the free version which might make it a compelling app. Right now, in the free version, you can just create lists and projects which are viewable in the widgets, but a reminder should be there even in the basic version.",2024-04-16,Positive
"Very simple to-do list app, simple but quite powerful, even on the free plan. There are a lot of other apps that offer more stuff for free, but they are clunky to use. The only problem I have is inability to hide things that are only available with the Premium subscription, such as Labels and Filters tabs, but I understand why they're there...",2025-03-30,Positive
"Am excellent replacement for Toodledo. Still a little rough around the edges, but being actively improved.",2024-10-05,Positive
Great product,2023-11-22,Positive
Really help me to manage my day 👍😊,2024-11-01,Positive
Easy to use very stable and works well with GTD methodology,2023-05-05,Positive
Does its job,2022-10-03,Positive
helps to concentrate 🤪,2023-11-24,Positive
Easy to use and packed with features,2022-08-30,Positive
"Realmente es una muy buena aplicación, es fácil ubicarte y organizarte si ya sabes usar este tipo de apps. Lo que encuentro mal es que hay opciones básicas como añadir notas a las tareas que están escritas, y por ellas hay que pagar. Me gustaría que no hubieran tantas opciones de pago o por lo menos no tan esenciales. De resto está muy bien esta aplicación.",2022-05-06,Positive
"Good for keeping lists of tasks and working through them. It is worth taking time to learn the different ways to use and organise the app. Sometimes it seems to be working against me eg in certain views, I can't drag tasks up and down a list or can't see them ordered by subject. [Edit follows, to respond to Todoist's reply:] Thanks for replying. Yes, as you say, ""sorting in filtered views is not possible"". Or to use non-developer language, ""Ugghhh, why can't I sort this list by project or in another way that suits me?"" This is the one thing that I dislike strongly about an otherwise excellent app. Wunderlist had better sorting and Tick Tick has it. I would love to see this change in Todoist.",2022-08-05,Positive
"Excellent app with few feature limitation in free versions which are available on similar apps such as comment, reminder etc are locked on free edition",2024-11-28,Positive
Good,2023-05-10,Positive
It could be much better if I could see my done tasks and not destroying them...,2023-03-03,Neutral
Easy and practical 👍,2024-07-07,Positive
It is a really helpful app. Thank you developers. I'd give it 5 stars if the notifications were somehow better than {overdue} 🤔. Maybe something more interactive [click here] &/or colorful.,2022-05-31,Positive
Great overall app to get yourself organized,2023-01-19,Positive
32780 Weather 666IU778 Is a Kitten 27gh with q many different 87878How 1,2022-11-04,Negative
"So good so far. I give 4 stars just because I didn't use all features yet, so need to go back again to that raiting",2024-01-16,Positive
Great so far after a few days free trial.,2024-06-10,Positive
Great app. Does things easily. Maybe a video of effective usage would help.,2023-01-10,Positive
This is the best. Why I give this 4 star? Because you need to be in premium to use the alarm thing,2024-10-28,Positive
"I think its a great app, although I do have one suggestion. After completing a task, especially for the day, maybe it would be more motivating to cross it out and keep it there, so that one could see how many tasks they have completed till then and how much they have left.",2022-05-09,Positive
Great for getting reminded of your tasks,2024-10-11,Positive
Good app that reminds me of my daily tasks,2023-10-31,Positive
The free version is a bit too limeted. However it does worth it,2023-06-01,Neutral
Only wish missed dailys wouldn't count for the current day too. Otherwise brilliant!,2022-03-27,Positive
"Feature request: I hope I can manually reorder tasks in label views like it's done in project views. Of course, to be synchronized across all platforms. This will be cool.",2022-11-07,Positive
"Great organizer, however, too many features require you to have a paid membership, while similar apps don't require any membership fees.",2025-02-16,Neutral
Love the app but notifications stopped working after couple of days and now I do not get reminder for anything on time.,2023-03-03,Neutral
It helps me keep track of my tasks very efficiently :),2022-04-24,Positive
"It's okay. Easy to use, just wish incould add a topic/note header toneach individual note.",2025-03-14,Neutral
Wish the free version had more features,2022-10-30,Neutral
"Some issues with sync but so far, I am enjoying it!",2024-01-14,Positive
"Great app, wish navigating projects on mobile was easier",2023-08-11,Positive
"Mostly great, I just wish I could make my main to do list my home page.",2024-09-13,Neutral
"I have had a wonderful experience with this app. It has genuinely helped me keep track of things I need to do. It has help me gain structure in my life and I am really grateful for it. This is from a guy who doesn't even bother to use google agenda. Lol great app, good stuff and I hope they keep improving.",2022-12-11,Positive
Right now i started this but feel very happy to install this application is its do easy and fast working.,2024-03-24,Positive
Wish I could add pictures to tasks but that's about it for the negative.. Great app. Would highly recommend.,2024-03-11,Positive
So far so good..Im seeing if its worth paying for...Ive tried sooo many organizational apps.,2024-10-21,Positive
Easy to use. No dramas. Very streamline for basic list use.,2025-03-16,Positive
"Works great except reordering shared projects always fails (my shopping project, my wife shares and she can never reorder on that project, but no problems on other projects)",2024-12-12,Positive
Very simple and easy to use.,2024-12-28,Positive
Great for groceries and remembering long-term to-dos,2022-12-27,Positive
Very nice,2024-10-06,Positive
It is great,2023-12-05,Positive
Just getting started on it.,2023-07-29,Positive
"Overall good, I just wish the alarm feature was available for the free download",2025-03-30,Positive
Appreciate this app. It gives me a convenient way to list tasks on the fly!,2025-01-17,Positive
"Nice interface, good help, good configurability. Integration with desktop outlook is a bit of a pain though.",2023-11-19,Positive
Nice if you're bad at remembering everything you have to do. Quick and convenient.,2024-02-20,Positive
Loving it...,2023-08-08,Positive
Easy to use,2023-08-12,Positive
"Good application, it keep me focused on my goals. One downside is whenever I put a new task on a specific day it doesn't areange it automatically, i have to do this manually",2025-03-28,Positive
Is it possible to implement statistics on completing repetitive tasks?,2023-05-04,Neutral
This is a great tool with a minimalist design. One feature I would be willing to go premium for is the ability to change task orders using drag and drop in the widget. That would take this to the next level.,2024-08-28,Positive
"Easy to use, wish printing lists so they fit on one or 2 pages was possible",2025-01-30,Positive
"This app is awesome. I have a sugestion, in the app can't see the projects order by folder, will be good can see by folder",2023-05-09,Positive
This app is such high quality in its usage and visual design. It's on par with the quality you'd expect from Google.,2022-01-19,Positive
"It's revolutionised the way I work as a medical student. Makes going from one task to another effortless, allows me to stick to breaks, etc",2023-02-01,Positive
Awesome app. I am enjoying its simplicity and effectiveness.,2024-09-27,Positive
"Simply brilliant, they put a lot of effort into a quick and smooth user interface (keyboard shortcuts, keywords, date detection) that allow me to implement GTD (almost ;) ) at the speed of my thoughts. Keep up the excellent work!",2024-04-30,Positive
Very good!!!,2024-04-01,Positive
This app is one of the coolest app,2023-03-31,Positive
"One of the best ToDo apps out there. Started using it as a personal reminder list but the more I learned about the app, the more conveniently it weaved itself into my life. Now it is an important part of my workflow.",2023-12-26,Positive
Exceptional tool to boost one's productivity. Thanks for this amazing app.,2024-12-24,Positive
"Been using this app for a couple of years and overall it's been solid. It's not only a life-saver but it also provides a clean minimalistic aesthetic and intuitive options throughout the ENTIRE app. High quality developments. Seems only natural to have bugs here and there, or else they'd never be able to improve the app's functionality and innovate as a result. Attentive helpful customer support team, devs, AND they provide guides,templates and very helpful tips on their site. Keep it going :)",2025-01-04,Positive
Love it!,2023-12-12,Positive
"2020 update: 4 years later I have upgraded to a premium version, especially after all the newly added features. I've tried many other list/reminder type apps and Todoist stays my favorite. 1st review in 2016: I'm still getting familiar with the app after a week but it seems to be very easy to use. Simple adding items, categorizing them. I'm using the free version.",2022-05-23,Positive
Good stuff. Helped me realise what a stupid slacker i am. Brb gonna go jump off a cliff now,2024-07-05,Positive
Best app for to-dos. The highlight is Natural Language Processing.,2024-04-07,Positive
Great!,2023-08-28,Positive
Changed my life,2022-11-01,Positive
Simple but flexible app for managing todo lists and notifications.,2024-01-06,Positive
"It does what I need when I need it and it provides me with in information I require to be more efficient. Plus it is linked to Alexa so it it easy to add tasks or even groceries to my lust. It's a win, win!",2022-10-18,Positive
Great app and it is way better than your regular reminder application. Gonna start using it for my daily life routine,2022-04-12,Positive
"It remembers my todos, so I can focus on executing those todos. Helps alot in achieving more.",2024-05-16,Positive
Can you please available the mobile reminder service for free? It's very important for me but I am not able to buy it.,2024-08-25,Negative
"Awesome app, helping me to boost my productivity everyday.",2024-08-31,Positive
"Love it! Simple to use, and just the perfect amount of prompting",2024-04-21,Positive
Best todo app,2024-08-19,Positive
Superb.,2024-07-30,Positive
"The bug's been fixed so i wanted to update the review! Todoist is a really great app; it's slick, it's easy to pick up & use, and it's been essential to me in my day to day life. The date and time input for tasks is super intuitive (ev 10 days/ev 1st & 16th of the mth etc) and I appreciate how easy it is to have tasks loop even with weird intervals. The free version has pretty much everything the average user needs, but I'm sure the features of the paid version will b well worth the price",2024-10-23,Positive
Amezing,2022-03-26,Positive
Extremely useful app!,2022-11-24,Positive
Very useful. Thanks,2024-03-26,Positive
"Great app, I'd recommend to anyone that has problem solving, and anxiety issues. It helps me sleep to be able to make todo lists for the next day.",2023-03-30,Positive
Really helps me get stuff done and on time...,2023-09-21,Positive
Just became perfect. They listen to customers' feedback. Impressed how they improved all the shortcomings they had before.,2025-03-23,Positive
It is great app to plan your day. It is easy to use and fast.,2023-10-27,Positive
Very good,2022-01-12,Positive
Absolutely amazing app and seriously have nothing bad to say. I wish that we can get more perks as we use the app and its features more to encourage us to mange our time wisely,2025-03-02,Positive
Basic and nice. I can advice,2022-10-31,Positive
Nice app,2024-09-01,Positive
I love the fact that I can create a list of items to do and check them off as I go right here in this app. The notifications are like my own personal secretary. It has helped me tremendously with productivity.,2024-02-22,Positive
L it is excellent marvelous amazing,2022-02-12,Positive
Like,2024-08-01,Positive
Extremely easy to use with excellent visual cues.,2022-12-09,Positive
Extremely helpful. This app has helped me form new habits and become way more productive.,2023-05-13,Positive
Love it! Easy project organization and to do list option. The widget for Andriod is AMAZING!,2022-12-30,Positive
👌✨,2024-06-09,Positive
"Since last major update, rescheduling a task takes you to the day where it is scheduled, preventing you from quickly rescheduling all tasks on a given day. Productivity killer.",2023-03-03,Positive
This app is where I have outsources my brain. My entire life runs on this app and it's so smooth compared to many others. I love how seamless the experience feels between devices,2024-10-01,Positive
"I have used the premium version of this task manager for several years. Cross-platform functionality is a must and it integrates well with several other programs (email, calendar, IFTTT). Great for those using GTD methodology. Try the free (limited) version, then upgrade for full capabilities.",2022-01-21,Positive
It's a great app for the one's who don't want to waste their very single moments in this life. It's helpful in achieving goals and to increase productivity in your daily life. Thank you so much to #Doist. Keep moving forward ♥️,2023-02-11,Positive
The best of the best Plan youe entire life 💜💜💜,2023-09-11,Positive
Great app to plan your day!,2024-10-11,Positive
"Very useful, I love it 🥰",2022-12-02,Positive
I am new to it but so far an excellent app,2025-02-14,Positive
This app is so amazingly done and so helpful. I can't begin to describe how much value this app has to me. This app make a huge difference in my life by allowing me to build habits and be consistent with them!!,2025-02-21,Positive
Helps me member and get so much done,2023-02-03,Positive
"Todoist is simple, customisable, and helpful app to get things done. Must have app for Productivity.",2024-03-03,Positive
"Definitely the best app out there for syncing honey-do lists, especially if your life is complicated.",2023-12-16,Positive
Brilliant App! Been using it every day for over 3 years and I love it.,2022-02-20,Positive
"Great, clutter free, to the point app with enough features (if you think it doesn't exist, Google it! There's many hidden things you need to know!)",2022-11-20,Positive
Excellent and very helpful,2024-02-28,Positive
Love the sync,2022-05-21,Positive
"A pretty easy way to keep track of tasks and set reminders, whether recurring or not",2023-04-15,Positive
You remind of the todos I had planned to do and didn't do. This keeps me updated. Love it,2024-02-26,Positive
Helps me cope with my preoccupied life,2024-08-21,Positive
Love it. Feel less stressed and more organised lately.,2024-10-04,Positive
Best todo app ever,2023-01-08,Positive
Extremely helpful at helping me keep track of all the task I need to get throughout the day.,2023-05-09,Positive
It's very easy to add tasks with its incredible Natural Language Processing.,2024-01-21,Positive
"Most clear and useful app out there. Tried many, keeping todoist ❤️",2025-03-25,Positive
Superb app! fulfilling more than expected,2022-10-18,Positive
Just amazing. I just want an option to set the list in order that i prefer even if I set them by !!1 !!2 !!3 or !!4.,2025-03-13,Positive
"Perfect for daily use. Don't look further, this is your planning app",2022-04-16,Positive
Perfect and awesome,2023-11-01,Positive
it was easy to use and very helpful to put my to-do in a digital form,2022-01-02,Positive
Love this app!,2023-08-12,Positive
I love it,2023-10-06,Positive
Android has very few todo/reminder apps that are even worth downloading. This app is an exception and definitely worth the download.,2022-03-31,Positive
Excellent App.,2022-12-16,Positive
Very user friendly. nice UX job.,2025-02-05,Positive
Awesome app. A request to the devs: I wish there was some way o take notes in this app that is linked with a task. So it will be better for future reminders.,2024-11-28,Positive
"Best to do list tool. I have 30 things to do every day but this app keeps me in line and I meet my deadlines. Between remote work, homeschooling, running errands and holiday shopping, this is so useful. I even have it on my laptop so the team who created this...thank you!",2024-06-27,Positive
A fantastic app for trying to manage your life and time.. yet still fail. But the app actually makes me remember that I have something to do. But still.. I won't do it.. for.. reasons.,2022-06-08,Neutral
A real help to get up to speed with remembering task of new job.,2024-08-16,Positive
"Awesome, saves so much time and effort",2022-11-08,Positive
This app is a big help for me in my Work-Study-Life Management.,2023-03-21,Positive
Good,2022-10-25,Positive
"A literally effecient app to plan daily & shleduled tasks, goals as well as projects. Easy & user friendly UI. Whether user just wants to note some random tasks or very specific scheduled tasks & projects; it's useful.",2024-08-09,Positive
The best customer experience I had in 12 years.,2022-02-05,Positive
Super useful app!,2025-01-12,Positive
The free version is pretty easy sofar,2023-07-13,Positive
"Update: As a big user of sub-projects, I was disappointed to see their usefulness go when they no longer appeared in the main project. However, I have recently been pleased to notice the new ""Sections"" feature now allows me to replicate that functionality, and being able to display them a board is a nice touch. I also appreciate how the functionality of the Wear OS app has come along when other developers have been dropping watch support.",2024-06-09,Neutral
UPDATE: Thank you for the fantastic updates on this product! I've moved completely to Todoist now and greatly appreciate the support community. Recommend subscribing to Carl Pullin's YouTube channel to learn all kinds of goodness with using Todoist. Use for GTD. Capture is excellent! Processing and Organizing are easy. Still working on review discipline.,2022-05-21,Positive
"This app has blown me away! Rarely if ever rate an app, but there are no ads, and the free version is still incredibly highly functional... Just so impressed- well done to the team!",2024-06-05,Positive
Great,2025-02-15,Positive
"Es útil para tener todas mis tareas pendientes, además funciona bastante bien.",2023-12-27,Positive
My organisation skills have never been as good before I used this app. Its on all my devices. Makes sure every day of the year is not wasted,2024-11-15,Positive
On the free version. Very intuitive and has made a difference to my organisation. Thank you!,2023-06-05,Positive
"Satisfying, concise and helpful in organizing my workload accordingly. I recommended this app to many people, it's definitely worth installing.",2022-01-10,Positive
The best organizational tool on my phonesv,2024-09-10,Positive
"Great, simple app for managing daily tasks. Keeps your tasks in sync on all devices.",2023-01-13,Positive
"Just think of this app as your brain 🧠 🤣Anything you think of put it in the inbox. This is your RAM( Random access memory ) power. No storage required, give ur brain the much needed space 🙌🏽. Take a look at YouTube video tutorials. There are a lot of people using this app with really good setups. Definitely set this using ur computer. I believe this is the only way to link ur calendar. Gmail has the best integration.",2023-11-13,Positive
"Love it. It's simple, but just the thing I need to keep my to-do list written down and handy for easy access.",2023-08-07,Positive
Excellent program and several YouTube videos to better understand the use of the software.,2022-06-01,Positive
Very functional and satisfying to use! On an Oppo phone.,2023-12-21,Positive
Imposter,2024-12-08,Negative
Excellent Task Management 👍👍,2025-03-23,Positive
Bom,2024-05-08,Positive
Very Good!,2022-02-19,Positive
I'm really enjoying this app. It's helping me juggle between planning my cross-country move and daily life,2023-10-26,Positive
Easy to use and can integrate with other apps,2023-06-15,Positive
Can't imagine living without it 😅😅,2024-12-19,Neutral
Good,2024-05-06,Positive
I've used several and this is the best I've used. Clean interface and every feature I want.,2022-05-26,Positive
It could really help me to be more well organized,2024-07-03,Neutral
I really love this app.it helps me focus on my study,2024-09-19,Positive
Good,2022-08-30,Positive
Used this app to get away from physical to do lists I had scattered everywhere. Works great and I appreciate the ability to really organize my lists!,2023-08-04,Positive
It helps me be more efficient!,2023-11-18,Positive
Great app helps plan my day and give me foresight into what's coming up,2023-04-28,Positive
"I love this app, *but* with the disclaimer that I don't like how it syncs with google calendar. When I synced it, ALL of my todoist entries showed up as calendar events, making it impossible to use my calendar. And, I couldn't un-sync it. So I ended up having to completely delete that todoist account and make a new one with a different email. That was some time ago (two years?) So it's possible the sync function is improved.",2025-02-05,Neutral
Like the fact that Desktop and App syns automatically,2023-11-04,Positive
Excellent application,2023-09-23,Positive
"I love it SO much! It's skyrocketed my productivity level & my focus, it's easy to use, & the features in premium are so worth it- thank you to the Todoist Team!!",2023-10-23,Positive
Love the product. Keeps my life on track.,2023-10-24,Positive
Great experience.,2024-03-15,Positive
Sync across devices easily and quickly. Easy to create lists and love the layout,2023-02-23,Positive
This is the best to-do list app. Much better than Google or Microsoft alternatives.,2024-09-14,Positive
"I love how easy it is to add items, and that they sync across platforms and devices Also, that I can add them to /through Alexa",2025-03-29,Positive
Very good experience with todoist,2023-10-12,Positive
Perfect software for actio items management,2024-08-26,Positive
🥰🥰🥰😘😘😘😘,2023-08-13,Positive
Great app,2025-01-05,Positive
To focus on studying with this app is a brilliant idea cause it reminds you to do homework even more strictly than your teachers. A must-have app,2023-05-24,Positive
Enjoying the process to choose what is essential.,2023-03-17,Positive
Very effective way to plan and execute the day to day activities.,2024-07-09,Positive
I looooove this app i really recomend it its easy to use and it reminds you,2024-02-09,Positive
Very good. It's worth using properly. Take a little time to learn everything about it and you will find that you have more time and less stress.,2022-09-20,Positive
Its perfect for student's like me who take every day as challenge and tend to forget what's important each day.,2023-09-29,Positive
Great!,2023-04-04,Positive
For a disorganized person -me- this is a big help and pretty easy to use,2024-09-25,Positive
Excellent and very straightforward and easy to use especially now Boards (kanban-style) are here. As I am very spatially-oriented this is ideal for me.,2023-12-01,Positive
