content,Sentiment,Predicted Star Rating,Confidence
Doesn't link with my calendar or emails,Negative,1,0.54
"I've been switching between task apps for years, this seems the most intuitive and allows me to be the most productive. Quite a few features are paid for though, and although I would be willing to pay a larger upfront fee, a monthly fee isn't a commitment I'd be willing to make",Positive,4,0.65
Gd,Positive,5,0.25
It's a great organizational tool,Positive,5,0.65
Very easy to use and really clear. The only thing I miss in this app is seeing the completed tasks. Besides that it's been a great app that helped my productivity.,Positive,4,0.68
Limits lists to 200 items. That was old. It's better now,Negative,2,0.41
"This was a solid replacement for wunderlist, but it isn't simply a to do list. It's more of productive tasks",Neutral,3,0.64
"Great app, easy to use.",Positive,5,0.76
Great and useful reminder app but it has many feature for which we have to buy its premium version. Previously I gave it wrong rating by mistake i giving rating of another apps and by mistake i gave it the rating of another reminder app,Positive,4,0.56
great for use,Positive,5,0.59
Makes me productive because I'm always up to a schedule,Positive,4,0.49
Easy to navigate in order to keep track of tasks.,Positive,4,0.52
Great app. Are you going to add the ability to attach images to actions?,Positive,5,0.7
It's Good.,Positive,4,0.49
"Does what it needs to do. Very good integration with Google Calendar. The time of a task in Google Calendar is standard set to one houre, I'd prefer being able to change the amount of time I estimate to work on a task. Not being able to send emails as a task from different (g)mail accounts is a feature I miss. But overall very good app. Hence 4 stars.",Positive,4,0.99
Fun and simple to use,Positive,4,0.47
Just using the free version and use Inbox for just a list of things to do.,Positive,5,0.51
Pros: Intuitive design Great way to acheive goals Cons: Not entirely free It works with google calendar but each task only can be in 1 hr intervals,Positive,4,0.51
Would've been 5 stars if I am able to move around the arrangements of my tasks.,Neutral,3,0.42
Best for schedule,Positive,4,0.41
It helps me think through all the elements needed to truly cross something off my list.,Positive,5,0.51
"Had this app during college and it great to quickly add in things to do and also to have schedule projects, very clean and easy to use",Positive,5,0.69
"This is a great to-do list app. However, the competition offers a lot of features for free which are premium here. This app should offer atleast reminder functionality for free. Maybe they can limit the amount of reminders and projects that you can get in the free version which might make it a compelling app. Right now, in the free version, you can just create lists and projects which are viewable in the widgets, but a reminder should be there even in the basic version.",Positive,4,0.5
"Very simple to-do list app, simple but quite powerful, even on the free plan. There are a lot of other apps that offer more stuff for free, but they are clunky to use. The only problem I have is inability to hide things that are only available with the Premium subscription, such as Labels and Filters tabs, but I understand why they're there...",Positive,4,0.79
"Am excellent replacement for Toodledo. Still a little rough around the edges, but being actively improved.",Positive,4,0.64
Great product,Positive,5,0.77
Really help me to manage my day 👍😊,Positive,5,0.64
Easy to use very stable and works well with GTD methodology,Positive,5,0.66
Does its job,Positive,4,0.55
helps to concentrate 🤪,Positive,4,0.46
Easy to use and packed with features,Positive,5,0.56
"Realmente es una muy buena aplicación, es fácil ubicarte y organizarte si ya sabes usar este tipo de apps. Lo que encuentro mal es que hay opciones básicas como añadir notas a las tareas que están escritas, y por ellas hay que pagar. Me gustaría que no hubieran tantas opciones de pago o por lo menos no tan esenciales. De resto está muy bien esta aplicación.",Positive,4,0.68
"Good for keeping lists of tasks and working through them. It is worth taking time to learn the different ways to use and organise the app. Sometimes it seems to be working against me eg in certain views, I can't drag tasks up and down a list or can't see them ordered by subject. [Edit follows, to respond to Todoist's reply:] Thanks for replying. Yes, as you say, ""sorting in filtered views is not possible"". Or to use non-developer language, ""Ugghhh, why can't I sort this list by project or in another way that suits me?"" This is the one thing that I dislike strongly about an otherwise excellent app. Wunderlist had better sorting and Tick Tick has it. I would love to see this change in Todoist.",Positive,4,0.6
"Excellent app with few feature limitation in free versions which are available on similar apps such as comment, reminder etc are locked on free edition",Positive,4,0.61
Good,Positive,4,0.5
It could be much better if I could see my done tasks and not destroying them...,Neutral,3,0.46
Easy and practical 👍,Positive,5,0.64
It is a really helpful app. Thank you developers. I'd give it 5 stars if the notifications were somehow better than {overdue} 🤔. Maybe something more interactive [click here] &/or colorful.,Positive,4,0.86
Great overall app to get yourself organized,Positive,5,0.62
32780 Weather 666IU778 Is a Kitten 27gh with q many different 87878How 1,Negative,1,0.29
"So good so far. I give 4 stars just because I didn't use all features yet, so need to go back again to that raiting",Positive,4,0.99
Great so far after a few days free trial.,Positive,5,0.68
Great app. Does things easily. Maybe a video of effective usage would help.,Positive,4,0.58
This is the best. Why I give this 4 star? Because you need to be in premium to use the alarm thing,Positive,4,0.98
"I think its a great app, although I do have one suggestion. After completing a task, especially for the day, maybe it would be more motivating to cross it out and keep it there, so that one could see how many tasks they have completed till then and how much they have left.",Positive,4,0.62
Great for getting reminded of your tasks,Positive,5,0.57
Good app that reminds me of my daily tasks,Positive,4,0.58
The free version is a bit too limeted. However it does worth it,Neutral,3,0.62
Only wish missed dailys wouldn't count for the current day too. Otherwise brilliant!,Positive,4,0.63
"Feature request: I hope I can manually reorder tasks in label views like it's done in project views. Of course, to be synchronized across all platforms. This will be cool.",Positive,4,0.45
"Great organizer, however, too many features require you to have a paid membership, while similar apps don't require any membership fees.",Neutral,3,0.45
Love the app but notifications stopped working after couple of days and now I do not get reminder for anything on time.,Neutral,3,0.42
It helps me keep track of my tasks very efficiently :),Positive,5,0.6
"It's okay. Easy to use, just wish incould add a topic/note header toneach individual note.",Neutral,3,0.86
Wish the free version had more features,Neutral,3,0.35
"Some issues with sync but so far, I am enjoying it!",Positive,4,0.67
"Great app, wish navigating projects on mobile was easier",Positive,5,0.52
"Mostly great, I just wish I could make my main to do list my home page.",Neutral,3,0.53
"I have had a wonderful experience with this app. It has genuinely helped me keep track of things I need to do. It has help me gain structure in my life and I am really grateful for it. This is from a guy who doesn't even bother to use google agenda. Lol great app, good stuff and I hope they keep improving.",Positive,5,0.85
Right now i started this but feel very happy to install this application is its do easy and fast working.,Positive,5,0.72
Wish I could add pictures to tasks but that's about it for the negative.. Great app. Would highly recommend.,Positive,4,0.48
So far so good..Im seeing if its worth paying for...Ive tried sooo many organizational apps.,Positive,4,0.49
Easy to use. No dramas. Very streamline for basic list use.,Positive,4,0.52
"Works great except reordering shared projects always fails (my shopping project, my wife shares and she can never reorder on that project, but no problems on other projects)",Positive,4,0.54
Very simple and easy to use.,Positive,5,0.63
Great for groceries and remembering long-term to-dos,Positive,5,0.63
Very nice,Positive,5,0.65
It is great,Positive,5,0.66
Just getting started on it.,Positive,4,0.32
"Overall good, I just wish the alarm feature was available for the free download",Positive,4,0.6
Appreciate this app. It gives me a convenient way to list tasks on the fly!,Positive,4,0.53
"Nice interface, good help, good configurability. Integration with desktop outlook is a bit of a pain though.",Positive,4,0.72
Nice if you're bad at remembering everything you have to do. Quick and convenient.,Positive,5,0.47
Loving it...,Positive,5,0.55
Easy to use,Positive,5,0.54
"Good application, it keep me focused on my goals. One downside is whenever I put a new task on a specific day it doesn't areange it automatically, i have to do this manually",Positive,4,0.79
Is it possible to implement statistics on completing repetitive tasks?,Neutral,3,0.4
This is a great tool with a minimalist design. One feature I would be willing to go premium for is the ability to change task orders using drag and drop in the widget. That would take this to the next level.,Positive,4,0.71
"Easy to use, wish printing lists so they fit on one or 2 pages was possible",Positive,4,0.52
"This app is awesome. I have a sugestion, in the app can't see the projects order by folder, will be good can see by folder",Positive,5,0.56
This app is such high quality in its usage and visual design. It's on par with the quality you'd expect from Google.,Positive,5,0.79
"It's revolutionised the way I work as a medical student. Makes going from one task to another effortless, allows me to stick to breaks, etc",Positive,5,0.69
Awesome app. I am enjoying its simplicity and effectiveness.,Positive,5,0.86
"Simply brilliant, they put a lot of effort into a quick and smooth user interface (keyboard shortcuts, keywords, date detection) that allow me to implement GTD (almost ;) ) at the speed of my thoughts. Keep up the excellent work!",Positive,5,0.91
Very good!!!,Positive,5,0.62
This app is one of the coolest app,Positive,5,0.86
"One of the best ToDo apps out there. Started using it as a personal reminder list but the more I learned about the app, the more conveniently it weaved itself into my life. Now it is an important part of my workflow.",Positive,5,0.9
Exceptional tool to boost one's productivity. Thanks for this amazing app.,Positive,5,0.94
"Been using this app for a couple of years and overall it's been solid. It's not only a life-saver but it also provides a clean minimalistic aesthetic and intuitive options throughout the ENTIRE app. High quality developments. Seems only natural to have bugs here and there, or else they'd never be able to improve the app's functionality and innovate as a result. Attentive helpful customer support team, devs, AND they provide guides,templates and very helpful tips on their site. Keep it going :)",Positive,4,0.5
Love it!,Positive,5,0.91
"2020 update: 4 years later I have upgraded to a premium version, especially after all the newly added features. I've tried many other list/reminder type apps and Todoist stays my favorite. 1st review in 2016: I'm still getting familiar with the app after a week but it seems to be very easy to use. Simple adding items, categorizing them. I'm using the free version.",Positive,4,0.43
Good stuff. Helped me realise what a stupid slacker i am. Brb gonna go jump off a cliff now,Positive,5,0.58
Best app for to-dos. The highlight is Natural Language Processing.,Positive,5,0.8
Great!,Positive,5,0.81
Changed my life,Positive,5,0.55
Simple but flexible app for managing todo lists and notifications.,Positive,4,0.55
"It does what I need when I need it and it provides me with in information I require to be more efficient. Plus it is linked to Alexa so it it easy to add tasks or even groceries to my lust. It's a win, win!",Positive,5,0.61
Great app and it is way better than your regular reminder application. Gonna start using it for my daily life routine,Positive,5,0.81
"It remembers my todos, so I can focus on executing those todos. Helps alot in achieving more.",Positive,5,0.49
Can you please available the mobile reminder service for free? It's very important for me but I am not able to buy it.,Negative,2,0.41
"Awesome app, helping me to boost my productivity everyday.",Positive,5,0.89
"Love it! Simple to use, and just the perfect amount of prompting",Positive,5,0.94
Best todo app,Positive,5,0.77
Superb.,Positive,5,0.84
"The bug's been fixed so i wanted to update the review! Todoist is a really great app; it's slick, it's easy to pick up & use, and it's been essential to me in my day to day life. The date and time input for tasks is super intuitive (ev 10 days/ev 1st & 16th of the mth etc) and I appreciate how easy it is to have tasks loop even with weird intervals. The free version has pretty much everything the average user needs, but I'm sure the features of the paid version will b well worth the price",Positive,4,0.46
Amezing,Positive,5,0.26
Extremely useful app!,Positive,5,0.83
Very useful. Thanks,Positive,5,0.69
"Great app, I'd recommend to anyone that has problem solving, and anxiety issues. It helps me sleep to be able to make todo lists for the next day.",Positive,5,0.67
Really helps me get stuff done and on time...,Positive,5,0.71
Just became perfect. They listen to customers' feedback. Impressed how they improved all the shortcomings they had before.,Positive,5,0.83
It is great app to plan your day. It is easy to use and fast.,Positive,5,0.7
Very good,Positive,5,0.55
Absolutely amazing app and seriously have nothing bad to say. I wish that we can get more perks as we use the app and its features more to encourage us to mange our time wisely,Positive,5,0.9
Basic and nice. I can advice,Positive,4,0.53
Nice app,Positive,4,0.49
I love the fact that I can create a list of items to do and check them off as I go right here in this app. The notifications are like my own personal secretary. It has helped me tremendously with productivity.,Positive,5,0.8
L it is excellent marvelous amazing,Positive,5,0.91
Like,Positive,5,0.39
Extremely easy to use with excellent visual cues.,Positive,5,0.83
Extremely helpful. This app has helped me form new habits and become way more productive.,Positive,5,0.88
Love it! Easy project organization and to do list option. The widget for Andriod is AMAZING!,Positive,5,0.92
👌✨,Positive,5,0.31
"Since last major update, rescheduling a task takes you to the day where it is scheduled, preventing you from quickly rescheduling all tasks on a given day. Productivity killer.",Positive,5,0.29
This app is where I have outsources my brain. My entire life runs on this app and it's so smooth compared to many others. I love how seamless the experience feels between devices,Positive,5,0.87
"I have used the premium version of this task manager for several years. Cross-platform functionality is a must and it integrates well with several other programs (email, calendar, IFTTT). Great for those using GTD methodology. Try the free (limited) version, then upgrade for full capabilities.",Positive,5,0.74
It's a great app for the one's who don't want to waste their very single moments in this life. It's helpful in achieving goals and to increase productivity in your daily life. Thank you so much to #Doist. Keep moving forward ♥️,Positive,5,0.77
The best of the best Plan youe entire life 💜💜💜,Positive,5,0.93
Great app to plan your day!,Positive,5,0.76
"Very useful, I love it 🥰",Positive,5,0.81
I am new to it but so far an excellent app,Positive,5,0.62
This app is so amazingly done and so helpful. I can't begin to describe how much value this app has to me. This app make a huge difference in my life by allowing me to build habits and be consistent with them!!,Positive,5,0.94
Helps me member and get so much done,Positive,5,0.62
"Todoist is simple, customisable, and helpful app to get things done. Must have app for Productivity.",Positive,5,0.61
"Definitely the best app out there for syncing honey-do lists, especially if your life is complicated.",Positive,5,0.86
Brilliant App! Been using it every day for over 3 years and I love it.,Positive,5,0.94
"Great, clutter free, to the point app with enough features (if you think it doesn't exist, Google it! There's many hidden things you need to know!)",Positive,5,0.52
Excellent and very helpful,Positive,5,0.92
Love the sync,Positive,5,0.7
"A pretty easy way to keep track of tasks and set reminders, whether recurring or not",Positive,4,0.67
You remind of the todos I had planned to do and didn't do. This keeps me updated. Love it,Positive,5,0.86
Helps me cope with my preoccupied life,Positive,4,0.5
Love it. Feel less stressed and more organised lately.,Positive,5,0.86
Best todo app ever,Positive,5,0.93
Extremely helpful at helping me keep track of all the task I need to get throughout the day.,Positive,5,0.78
It's very easy to add tasks with its incredible Natural Language Processing.,Positive,5,0.67
"Most clear and useful app out there. Tried many, keeping todoist ❤️",Positive,5,0.63
Superb app! fulfilling more than expected,Positive,5,0.84
Just amazing. I just want an option to set the list in order that i prefer even if I set them by !!1 !!2 !!3 or !!4.,Positive,5,0.76
"Perfect for daily use. Don't look further, this is your planning app",Positive,5,0.77
Perfect and awesome,Positive,5,0.93
it was easy to use and very helpful to put my to-do in a digital form,Positive,5,0.65
Love this app!,Positive,5,0.91
I love it,Positive,5,0.83
Android has very few todo/reminder apps that are even worth downloading. This app is an exception and definitely worth the download.,Positive,4,0.47
Excellent App.,Positive,5,0.85
Very user friendly. nice UX job.,Positive,5,0.54
Awesome app. A request to the devs: I wish there was some way o take notes in this app that is linked with a task. So it will be better for future reminders.,Positive,4,0.51
"Best to do list tool. I have 30 things to do every day but this app keeps me in line and I meet my deadlines. Between remote work, homeschooling, running errands and holiday shopping, this is so useful. I even have it on my laptop so the team who created this...thank you!",Positive,5,0.71
A fantastic app for trying to manage your life and time.. yet still fail. But the app actually makes me remember that I have something to do. But still.. I won't do it.. for.. reasons.,Neutral,3,0.49
A real help to get up to speed with remembering task of new job.,Positive,5,0.68
"Awesome, saves so much time and effort",Positive,5,0.91
This app is a big help for me in my Work-Study-Life Management.,Positive,5,0.67
Good,Positive,4,0.5
"A literally effecient app to plan daily & shleduled tasks, goals as well as projects. Easy & user friendly UI. Whether user just wants to note some random tasks or very specific scheduled tasks & projects; it's useful.",Positive,4,0.44
The best customer experience I had in 12 years.,Positive,5,0.93
Super useful app!,Positive,5,0.78
The free version is pretty easy sofar,Positive,4,0.38
"Update: As a big user of sub-projects, I was disappointed to see their usefulness go when they no longer appeared in the main project. However, I have recently been pleased to notice the new ""Sections"" feature now allows me to replicate that functionality, and being able to display them a board is a nice touch. I also appreciate how the functionality of the Wear OS app has come along when other developers have been dropping watch support.",Neutral,3,0.41
UPDATE: Thank you for the fantastic updates on this product! I've moved completely to Todoist now and greatly appreciate the support community. Recommend subscribing to Carl Pullin's YouTube channel to learn all kinds of goodness with using Todoist. Use for GTD. Capture is excellent! Processing and Organizing are easy. Still working on review discipline.,Positive,5,0.84
"This app has blown me away! Rarely if ever rate an app, but there are no ads, and the free version is still incredibly highly functional... Just so impressed- well done to the team!",Positive,5,0.91
Great,Positive,5,0.74
"Es útil para tener todas mis tareas pendientes, además funciona bastante bien.",Positive,4,0.54
My organisation skills have never been as good before I used this app. Its on all my devices. Makes sure every day of the year is not wasted,Positive,5,0.74
On the free version. Very intuitive and has made a difference to my organisation. Thank you!,Positive,5,0.77
"Satisfying, concise and helpful in organizing my workload accordingly. I recommended this app to many people, it's definitely worth installing.",Positive,5,0.64
The best organizational tool on my phonesv,Positive,5,0.93
"Great, simple app for managing daily tasks. Keeps your tasks in sync on all devices.",Positive,5,0.7
"Just think of this app as your brain 🧠 🤣Anything you think of put it in the inbox. This is your RAM( Random access memory ) power. No storage required, give ur brain the much needed space 🙌🏽. Take a look at YouTube video tutorials. There are a lot of people using this app with really good setups. Definitely set this using ur computer. I believe this is the only way to link ur calendar. Gmail has the best integration.",Positive,5,0.68
"Love it. It's simple, but just the thing I need to keep my to-do list written down and handy for easy access.",Positive,5,0.64
Excellent program and several YouTube videos to better understand the use of the software.,Positive,5,0.86
Very functional and satisfying to use! On an Oppo phone.,Positive,5,0.7
Imposter,Negative,1,0.36
Excellent Task Management 👍👍,Positive,5,0.79
Bom,Positive,5,0.49
Very Good!,Positive,5,0.62
I'm really enjoying this app. It's helping me juggle between planning my cross-country move and daily life,Positive,5,0.61
Easy to use and can integrate with other apps,Positive,5,0.55
Can't imagine living without it 😅😅,Neutral,3,0.24
Good,Positive,4,0.5
I've used several and this is the best I've used. Clean interface and every feature I want.,Positive,5,0.93
It could really help me to be more well organized,Neutral,3,0.51
I really love this app.it helps me focus on my study,Positive,5,0.87
Good,Positive,4,0.5
Used this app to get away from physical to do lists I had scattered everywhere. Works great and I appreciate the ability to really organize my lists!,Positive,5,0.77
It helps me be more efficient!,Positive,5,0.59
Great app helps plan my day and give me foresight into what's coming up,Positive,5,0.66
"I love this app, *but* with the disclaimer that I don't like how it syncs with google calendar. When I synced it, ALL of my todoist entries showed up as calendar events, making it impossible to use my calendar. And, I couldn't un-sync it. So I ended up having to completely delete that todoist account and make a new one with a different email. That was some time ago (two years?) So it's possible the sync function is improved.",Neutral,3,0.37
Like the fact that Desktop and App syns automatically,Positive,4,0.37
Excellent application,Positive,5,0.75
"I love it SO much! It's skyrocketed my productivity level & my focus, it's easy to use, & the features in premium are so worth it- thank you to the Todoist Team!!",Positive,5,0.94
Love the product. Keeps my life on track.,Positive,5,0.75
Great experience.,Positive,5,0.74
Sync across devices easily and quickly. Easy to create lists and love the layout,Positive,5,0.65
This is the best to-do list app. Much better than Google or Microsoft alternatives.,Positive,5,0.94
"I love how easy it is to add items, and that they sync across platforms and devices Also, that I can add them to /through Alexa",Positive,5,0.69
Very good experience with todoist,Positive,5,0.52
Perfect software for actio items management,Positive,5,0.78
🥰🥰🥰😘😘😘😘,Positive,5,0.31
Great app,Positive,5,0.76
To focus on studying with this app is a brilliant idea cause it reminds you to do homework even more strictly than your teachers. A must-have app,Positive,5,0.81
Enjoying the process to choose what is essential.,Positive,4,0.53
Very effective way to plan and execute the day to day activities.,Positive,5,0.62
I looooove this app i really recomend it its easy to use and it reminds you,Positive,5,0.73
Very good. It's worth using properly. Take a little time to learn everything about it and you will find that you have more time and less stress.,Positive,4,0.64
Its perfect for student's like me who take every day as challenge and tend to forget what's important each day.,Positive,5,0.63
Great!,Positive,5,0.81
For a disorganized person -me- this is a big help and pretty easy to use,Positive,5,0.47
Excellent and very straightforward and easy to use especially now Boards (kanban-style) are here. As I am very spatially-oriented this is ideal for me.,Positive,5,0.87
"Switched from an extremely full and disorganized calendar, notebook, and phone notes to Todoist. Now everything is in project folders and I can keep track much easier - one for each of my classes, work, and home. I love it and now I spend less time on my phone and more time getting stuff done. My only suggestion for the Devs is to allow users to hide the large ""labels,"" ""projects"" and ""filters"" folders if we don't use them. I don't like filters and wish I could hide it.",Positive,4,0.25
"Nice app, useful and easy to use. The free version has lots of options to serve the goal.",Positive,4,0.59
Very useful. It helps keep track of productivity very well.,Positive,5,0.61
"I have found this app AWESOME so far! It really helps to remain organized! Just 1 hard suggestion, if possible, please add facility for completing periodic goals, like what i am working, is for betterment of my carrier in coming 5 years. Thanks a lot once again!",Positive,5,0.8
Wonderful app! Really helps me to work on what's important!,Positive,5,0.91
Perfect,Positive,5,0.83
Good app... helps to check each activity on hand.,Positive,4,0.65
It's a great app.... love it,Positive,5,0.78
I love the feeling of ticking off things I've purposes to do and actually accomplished at the end of the day and todoist aids in that great sense of accomplishment. Super grateful,Positive,5,0.92
Maybe I'll get around to using it!,Neutral,3,0.4
Best productivity tool ever,Positive,5,0.96
Excellent app. Very easy to use!,Positive,5,0.91
"Powerful, convenient and intuitive",Positive,5,0.72
Worth it. Simple Elegant Useful,Positive,4,0.48
"This is beyond helpful when planning out my day. I use this for both school and personal projects. It's aesthetic, organized, and simple to use. I'm in love with Todoist! 💛",Positive,5,0.63
Love it! Nice way to stay organized,Positive,5,0.87
By far the absolute best to-do app! The free version is great and the paid version is even greater!,Positive,5,0.93
Awesome experience 👏,Positive,5,0.82
This app changed my life. Nice overlay.,Positive,5,0.59
Very usefull app for procrastinators,Positive,5,0.61
Still learning how to integrate this app to my workflow.,Positive,4,0.48
Goods App,Positive,4,0.35
Very versatile and easy to use,Positive,5,0.76
Been using this app for 3 years.,Positive,5,0.53
"Best app to manage your to do list, and its syncing feature b/w laptop & mobile is amazing...",Positive,5,0.9
This is beginning to change my life.,Positive,5,0.66
The best option for productivity. Use this tool with GTD system and see the magic.,Positive,5,0.9
Intuitive and very helpful 👌,Positive,5,0.77
Very user friendly,Positive,5,0.59
"If you work it, it will work for you.",Neutral,3,0.36
"It is a great productivity tool, keeps you on track with everything you set out to do",Positive,5,0.68
Best todo list I have used so far. Works on every device I have just perfect ❤️,Positive,5,0.96
I've tried to use to-do list type applications before. I see the benefit in them. But they never really stuck with me. The customization and organization options in this app make it great. I use it daily.,Positive,4,0.5
The new board view is a nice improvement.,Positive,4,0.61
Great,Positive,5,0.74
Great reminders,Positive,5,0.72
Awsome! Love that google assistant take my voice notes to todoist!,Positive,5,0.57
Great so far,Positive,5,0.73
"Loving it so far. The absolute high that I get from checking off important tasks on a to-do list is indescribable. Todoist is my white rabbit. But actually it really is great. Feels intuitive. Other than an occasional crash when I move tasks to different sections, causing me to reopen it once again, I really enjoy using it.",Positive,5,0.67
Great app to keep on top of life!,Positive,5,0.8
Great for basic lists to project management!,Positive,5,0.57
I love the app,Positive,5,0.74
"**Second Update, Sep 2020** A solid choice 👍 Have been using Todoist for about 5 years. They are like a very slow 🐢 (in terms of releasing features) that you love and hate at the same time, but at the end of the day, this is a super powerful tool that has passed the test of time. Highly recommend.",Positive,5,0.84
Amazing tool to organize your day.,Positive,5,0.88
Great app.,Positive,5,0.73
Great app,Positive,5,0.76
"One of the best apps I used in my whole life. Superb, thoughtful, subtle design makes you want to use it, and this is the key!",Positive,5,0.96
I'm enjoying a lot my experience with todoist. My productivity is increasing.,Positive,4,0.46
I love it,Positive,5,0.83
This app is fantastic! It is so easy to use and has a sleek dashboard that makes it easy to follow up on my own tasks. Free version is great and has all the features I need.,Positive,5,0.93
Superb,Positive,5,0.81
The perfect to do app.,Positive,5,0.87
Awesome,Positive,5,0.83
Absolutely love this App! Especially it's support for markdown 😉,Positive,5,0.96
Phenomenal,Positive,5,0.82
"This app is making me manage better! I love it, specially when I use it on different platforms and web. I definitely suggest it to my friends.",Positive,5,0.84
I like the app so far. Good game changer.,Positive,4,0.56
cool app,Positive,5,0.53
Honestly the best app I could ask for. Managing and completing tasks in a form of projects.,Positive,5,0.9
Good,Positive,4,0.5
"Greedy app...Not worth the cost, atleast can make it a one time purchase. You can install Google Calendar, tasks ,habit tracker seperately for free and still use it",Negative,1,0.46
"Wanted to try it out but the features I wanted (pomo, monthly calendar view, etc.) are only available with a subscription. Wish I discovered that before syncing google calendar info.",Neutral,3,0.39
"Used to be a good app, now it's all buggy...",Negative,1,0.5
Pointless to have an account if you cannot have a task that lasts two days without paying for premium. Pomodoro is also premium.,Negative,1,0.67
"Crashes my phone everytime a notification pops up to ask if I did a task. Shame because I like feature of building a habit but they can't even get this one feature right. This is just a guess but I believe it's because of the second pop-up after you hit ""yes"" to rate your mood. Pretty useless additional feature.",Negative,1,0.62
Not advisable and reliable. highly complicated.,Negative,2,0.55
Love ticktick but the lag on the latest version of the mobile app is unbearable.,Neutral,3,0.45
I paid so much......can you remove the subtask...is annoying...lagging..hang...not the best anymore...extremely dissapointed....worse and worse...please..please...do a new update...,Negative,1,0.68
I PAID FOR THIS YESTERDAY AND I GOT MY PREMIUM ONLY FOR ONE DAY??? TODAY I'M NOT PREMIUM AGAIN?? I had enough disappointment because my 2nd device didn't get premium after I PAID and now my first device also like this??? I emailed you since yesterday and also write on feedback on app but I got NO REPLY!!!,Negative,1,0.54
"WARNING : steals data, Routes info to chinese servers before uploading to your cloud account. Check via NRF or Pocket SSL capture app. The good: simplistic UI, one may or may not like this. The bad: Google+ authentication is buggy, had to it thrice. The ugly: doesn't allow one to export/import data.",Negative,1,0.69
"For a higher rating, pls don't force a response after a long hard day Also need more flexibility, or instructions, in opening, closing, deleting, ending..., i.e., managing tasks",Negative,2,0.41
"I paid for two account on two different device, but at second device, my premium membership can't be used. I paid twice. But I only get one premium account!!!!!",Negative,1,0.52
I am a premium subscriber for 2 months. I billed for October but my premium expired. And app support is not replying to my emails,Negative,1,0.56
So much features require to pay to use! Evil money hungry developer.,Negative,1,0.64
Garbage,Negative,1,0.89
"Often freezing and crashing when I wanna add photos to task, help or give my my money back !!! No support response Tasks in calendar, easy prioritization, only usefull app in shop",Negative,1,0.66
"If you're trying to build schedule it's a pain on ticktick, choose another app, -recurring tasks all move together when postponing one task -When editing or deleting a recurring task it should ask if you're doing it just for this task or all recurring tasks, instead of deleting and editing all tasks without asking. - when creating a recurring task I should be able to time it on different times for each reccuring day, instead of having to create the same reccuring task for each seperate day",Negative,2,0.31
How do you sync? This is next to worthless unless you can sync.,Negative,1,0.71
"I used to love TickTick for the combination of to do list and time tracking features. I upgraded to the yearly premium service a couple of months ago. About a week ago, the app started crashing and now won't open at all. I have tried uninstalling/reinstalling a couple of times with not change. I contacted TickTick through the app and by email and have gotten no response. I use my to do list for everything and can't have service issues like this. Will not be renewing. Looking for a replacement.",Negative,1,0.58
I don't get a completion sound when I finish a Pomodoro,Neutral,3,0.3
"Decent amount of functions, and I really like the widget for this app, but the free version is too limited to be useful. I would pay money for this app if it was for sale. But I am never going to pay for a subscription to a phone app, especially not a todo list app.",Neutral,3,0.73
"I love this app but the sync stoped working. If I write list items on my phone (oneplus 6 - android 10) and after I open my desktop (win10) client than my phone sync to my pc. This leads that all my notes dissapire. I am coming from google notes, there the sync is nearly instantly, back and forth. I love to see this core function to be fixed as many others noted earlier. I also ""locked"" the app in the backgound tasks, and reinstalled. No succes for me. I will give 5* if this problem is solved.",Neutral,3,0.33
"Need the calendar view, but I'm not paying ongoing fees for it. Not enough tasks in the free version, account deleted. Shame.",Negative,1,0.49
Worst app,Negative,1,0.89
"This was a great app but keep making changes that make it worse. For example you used to be able to merge two tasks together, but now doing so just makes one task a subtask of the other, it doesn't actually merge them into one task and there doesn't seem to be a way around it. Edit - Also if you edit tasks on the web version (which is a quicker way of working around some of the apps flaws) it doesn't seem to synchronize with the Android app, I now have a real mess of old and new tasks",Neutral,3,0.52
"I wasted ₹1390/- hard earned money. Microsoft To do, is far better.",Negative,1,0.49
"~$30 bucks per year, y'all have lost your minds. Uninstalled",Negative,1,0.71
"This app never gets better no matter how I wait for improvements. One is it late notifications of your to do list. Now, it's always frozen, kindof dead or something. It great app but I'm not using this again.",Negative,2,0.43
"I used to love ticktick. I have it on mobile Android and Windows 10 client. They used to sync beautifully. Around 23 Aug, the desktop client and mobile stopped syncing and acted like two separate accounts. In desperation, i reinstalled desktop client. I couldn't log into client nor thru browser. It complained of network configuration and proxies. i don't use proxies. I can log into any account online except ticktick. The help rep is unresponsive. Super disappointed. I'm on premium. I want refund",Negative,1,0.69
"Installed this app, added the tasks, logged in using google in the same order. But after login the tasks added no more found. This is definitely unacceptable.",Negative,1,0.74
concept is ok but I dont like ui it make me think a lot maybe the design is very clean,Neutral,3,0.63
Did not do what it said that it was going to do.,Negative,2,0.43
I couldn't use this app... cause payment method isn't available.... it would be great if you add some more payment options like bkash...,Negative,1,0.44
Useless without a paid subscription. Not even a weekly view is possible.,Negative,1,0.85
"Many of options are in upgrade mode, so i couldn't use them",Negative,2,0.45
"The features of the app is pretty simple and cute, so.. when it comes to the design it's okay! But.. that's not the purpose of the app, it's a reminder! And it never worked, oh! It does! At the first and last time! 😑 And it never works again! The storage of my phone had been wasted! 😒",Negative,1,0.48
"When I try to complete my habits or swipe them away in the notification center, my entire phone freezes up for a few seconds. Other than that, its perfect.",Positive,4,0.39
